area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,18-Dec,Ajah,3 BHK,General Lagos Estate,1320,2.0,1.0,343.08
Super built-up  Area,18-Apr,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,267.3
Built-up  Area,Ready To Move,Lekki,4 Bedroom,General Lagos Estate,5000,5.0,2.0,4950.0
Built-up  Area,Ready To Move,Ebute Metta,6 Bedroom,General Lagos Estate,2500,6.0,3.0,522.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,2480,2.0,1.0,1440.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1086,2.0,2.0,400.5
Super built-up  Area,18-Nov,Mowe,1 BHK,General Lagos Estate,416,1.0,1.0,162.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1066,2.0,1.0,470.07
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1730,3.0,1.0,837.0
Super built-up  Area,20-Jan,Other Lagos Areas,2 BHK,General Lagos Estate,1205,2.0,1.0,574.74
Super built-up  Area,Ready To Move,Yaba,4 BHK,General Lagos Estate,2500,5.0,2.0,1575.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,960,2.0,1.0,495.0
Super built-up  Area,18-Jul,Other Lagos Areas,3 BHK,General Lagos Estate,1510,3.0,2.0,747.4499999999999
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1600,4.0,2.0,810.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,2300,3.0,2.0,1278.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,567.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1160,2.0,1.0,417.51
Super built-up  Area,19-Sep,Other Lagos Areas,3 BHK,General Lagos Estate,1553,2.0,2.0,524.0699999999999
Super built-up  Area,Ready To Move,Shomolu,4 BHK,General Lagos Estate,3436,5.0,,3105.0
Super built-up  Area,18-Aug,Other Lagos Areas,2 BHK,General Lagos Estate,1134,2.0,2.0,405.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,600,4.0,2.0,720.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,2400,3.0,3.0,720.0
Plot  Area,18-Nov,Lekki,4 Bedroom,General Lagos Estate,2400,4.0,1.0,1287.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1350,2.0,2.0,585.0
Super built-up  Area,Ready To Move,Sangotedo,2 BHK,General Lagos Estate,1032,2.0,1.0,378.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1998,3.0,2.0,1053.0
Super built-up  Area,18-Aug,Other Lagos Areas,2 BHK,General Lagos Estate,1225,2.0,2.0,432.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1262,2.0,2.0,603.0
Super built-up  Area,20-Jan,Other Lagos Areas,3 BHK,General Lagos Estate,1842,3.0,2.0,1035.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1300,2.0,,540.0
Super built-up  Area,18-Jun,Other Lagos Areas,2 BHK,General Lagos Estate,1070,2.0,2.0,347.40000000000003
Built-up  Area,21-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,950,2.0,1.0,297.0
Super built-up  Area,18-Mar,Other Lagos Areas,2 BHK,General Lagos Estate,1012,2.0,1.0,482.21999999999997
Built-up  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1000,2.0,0.0,630.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1394,2.0,2.0,504.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1450,2.0,1.0,765.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 RK,General Lagos Estate,527,1.0,0.0,315.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1693,3.0,2.0,1125.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3122,6.0,2.0,2115.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,414.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,952,2.0,2.0,441.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2050,4.0,,2430.0
Super built-up  Area,Ready To Move,Mowe,1 BHK,General Lagos Estate,1200,1.0,1.0,126.0
Super built-up  Area,19-Apr,Other Lagos Areas,3 BHK,General Lagos Estate,1410,2.0,2.0,576.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1400,2.0,2.0,972.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,3056,5.0,,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1826,3.0,2.0,1125.0
Super built-up  Area,18-Jun,Other Lagos Areas,3 BHK,General Lagos Estate,1689,3.0,2.0,927.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1075,2.0,1.0,279.0
Super built-up  Area,Ready To Move,Other Lagos Areas,5 BHK,General Lagos Estate,2500,4.0,,12600.0
Super built-up  Area,Ready To Move,Iyana Ipaja,2 BHK,General Lagos Estate,960,2.0,1.0,432.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,808,2.0,1.0,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,907,2.0,2.0,346.5
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1300,2.0,2.0,495.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1804,3.0,2.0,1350.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1350,3.0,2.0,729.0
Super built-up  Area,Ready To Move,Lekki,3 BHK,General Lagos Estate,1836,3.0,2.0,1125.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,826,2.0,2.0,324.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,3.0,612.0
Super built-up  Area,18-Dec,Other Lagos Areas,4 BHK,General Lagos Estate,3000,3.0,3.0,2700.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2400,4.0,2.0,3645.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1460,2.0,,720.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,4.0,3.0,1260.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,965,2.0,2.0,504.0
Carpet  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2000,4.0,2.0,855.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1395,2.0,2.0,630.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1660,3.0,2.0,1044.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,935,2.0,2.0,315.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1180,2.0,1.0,351.0
Built-up  Area,18-Dec,Ajah,2 BHK,General Lagos Estate,1090,2.0,1.0,283.32
Super built-up  Area,19-Jan,Other Lagos Areas,2 BHK,General Lagos Estate,1204,2.0,1.0,738.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2072,4.0,2.0,1377.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1056,2.0,1.0,585.0
Super built-up  Area,18-Dec,Eko Atlantic,2 BHK,General Lagos Estate,985,2.0,2.0,558.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1315,2.0,2.0,441.0
Built-up  Area,Ready To Move,Ebute Metta,2 BHK,General Lagos Estate,734,2.0,1.0,198.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2900,4.0,2.0,1800.0
Super built-up  Area,Ready To Move,Festac,3 BHK,General Lagos Estate,2317,4.0,3.0,1260.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,600,1.0,0.0,405.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2200,3.0,0.0,1035.0
Super built-up  Area,Ready To Move,Ajah,2 BHK,General Lagos Estate,656,2.0,1.0,225.0
Built-up  Area,Ready To Move,Ajah,1 BHK,General Lagos Estate,400,1.0,1.0,103.5
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,666,1.0,1.0,331.2
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,3293,5.0,2.0,3825.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1174,2.0,1.0,423.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1153,2.0,2.0,510.3
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1000,4.0,1.0,810.0
Built-up  Area,Ready To Move,Other Lagos Areas,5 BHK,General Lagos Estate,2400,5.0,2.0,765.0
Super built-up  Area,Ready To Move,Yaba,2 BHK,General Lagos Estate,957,2.0,1.0,423.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,910,2.0,2.0,1440.0
Built-up  Area,17-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1060,2.0,1.0,450.0
Super built-up  Area,18-Jul,Gbagada,2 BHK,General Lagos Estate,1000,2.0,1.0,450.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1843,3.0,2.0,792.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1150,2.0,2.0,362.25
Super built-up  Area,18-Sep,Other Lagos Areas,3 BHK,General Lagos Estate,1230,2.0,2.0,282.33
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3197,5.0,2.0,3015.0
Super built-up  Area,19-Jul,Other Lagos Areas,3 BHK,General Lagos Estate,1703,3.0,2.0,1170.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1125,2.0,1.0,373.5
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1516,3.0,3.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1130,2.0,2.0,504.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3596,5.0,1.0,2511.0
Super built-up  Area,19-Jun,Other Lagos Areas,3 BHK,General Lagos Estate,1512,3.0,2.0,927.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1491,3.0,1.0,792.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1250,2.0,2.0,855.0
Super built-up  Area,18-Aug,Gbagada,3 BHK,General Lagos Estate,1650,3.0,2.0,816.75
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1140,2.0,1.0,438.3
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,4.0,1.0,990.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1881,3.0,,855.0
Super built-up  Area,21-Dec,Other Lagos Areas,3 BHK,General Lagos Estate,1100,3.0,2.0,509.13
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2666,4.0,1.0,1800.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1500,2.0,1.0,450.0
Super built-up  Area,18-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1217,2.0,1.0,1476.0
Built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1197,2.0,1.0,450.0
Built-up  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,2400,4.0,1.0,1530.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1345,3.0,2.0,540.0
Plot  Area,Ready To Move,Ebute Metta,4 Bedroom,General Lagos Estate,1200,4.0,2.0,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3230,5.0,0.0,1485.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1260,2.0,1.0,855.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2750,5.0,1.0,2160.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,0.0,720.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1650,3.0,0.0,468.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,600,1.0,0.0,405.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1025,2.0,1.0,322.92
Super built-up  Area,18-Dec,Sangotedo,4 BHK,General Lagos Estate,1925 - 2680,,,725.3100000000001
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,973,2.0,1.0,504.0
Super built-up  Area,19-Dec,Other Lagos Areas,4 BHK,General Lagos Estate,4110,4.0,2.0,5310.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2533,3.0,3.0,3825.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1007,2.0,1.0,675.0
Super built-up  Area,19-Mar,Other Lagos Areas,1 BHK,General Lagos Estate,615 - 985,1.0,0.0,359.91
Built-up  Area,18-Dec,Other Lagos Areas,3 Bedroom,General Lagos Estate,1830,3.0,1.0,1071.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1077,2.0,1.0,450.0
Plot  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,672,1.0,1.0,243.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1280,3.0,0.0,783.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,865,2.0,0.0,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,2.0,297.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1285,2.0,2.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,662,1.0,1.0,261.0
Plot  Area,Ready To Move,Lekki,5 Bedroom,General Lagos Estate,2297,5.0,2.0,2421.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,3750,6.0,3.0,2655.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1850,3.0,3.0,855.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1754,3.0,2.0,1188.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1200,4.0,2.0,1350.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,2200,7.0,2.0,3150.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1567,3.0,1.0,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1695,3.0,3.0,450.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,360,2.0,1.0,360.0
Super built-up  Area,Ready To Move,Abule,2 BHK,General Lagos Estate,1150,2.0,1.0,624.96
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1690,3.0,2.0,765.0
Built-up  Area,18-Mar,Other Lagos Areas,3 BHK,General Lagos Estate,2350,3.0,2.0,1890.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1057,2.0,1.0,585.0
Super built-up  Area,19-Dec,Eko Atlantic,2 BHK,General Lagos Estate,1320,2.0,1.0,819.0
Super built-up  Area,18-Jul,Other Lagos Areas,4 BHK,General Lagos Estate,2119,4.0,3.0,999.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1125,2.0,1.0,432.0
Super built-up  Area,18-Aug,Other Lagos Areas,3 BHK,General Lagos Estate,2254,3.0,2.0,1530.0
Super built-up  Area,20-Jan,Other Lagos Areas,1 BHK,General Lagos Estate,645,1.0,1.0,307.62
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1050,2.0,2.0,468.71999999999997
Super built-up  Area,18-May,Other Lagos Areas,2 BHK,General Lagos Estate,1040,2.0,1.0,374.40000000000003
Super built-up  Area,18-Jun,Other Lagos Areas,3 BHK,General Lagos Estate,1700,3.0,1.0,1746.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1760,3.0,,1035.0
Super built-up  Area,19-Mar,Abule,3 BHK,General Lagos Estate,1138,3.0,2.0,1152.0
Super built-up  Area,18-Apr,Other Lagos Areas,2 BHK,General Lagos Estate,984,2.0,1.0,413.18999999999994
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1140,2.0,2.0,347.84999999999997
Super built-up  Area,19-Dec,Lekki,3 BHK,General Lagos Estate,3596,3.0,1.0,1800.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1365,3.0,2.0,486.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,560,1.0,0.0,171.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1404,2.0,1.0,675.0
Super built-up  Area,Ready To Move,Abule,4 BHK,General Lagos Estate,1540,4.0,3.0,405.0
Built-up  Area,Ready To Move,Ajah,3 BHK,General Lagos Estate,1050,2.0,1.0,351.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,360,4.0,3.0,333.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1550,3.0,3.0,652.5
Super built-up  Area,Ready To Move,Festac,3 BHK,General Lagos Estate,1653,3.0,3.0,837.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1194,2.0,2.0,423.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1471,2.0,3.0,675.0
Super built-up  Area,21-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,700,2.0,1.0,315.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,812,2.0,1.0,344.25
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1504,2.0,2.0,747.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1450,3.0,2.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,957,2.0,2.0,490.5
Carpet  Area,Ready To Move,Ajah,1 BHK,General Lagos Estate,460,1.0,1.0,117.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,900,2.0,0.0,1152.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1050,2.0,1.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1820,3.0,2.0,765.0
Super built-up  Area,19-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1033,2.0,2.0,288.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,800,1.0,1.0,810.0
Plot  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,520,2.0,0.0,261.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1165,2.0,2.0,796.5
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1280,2.0,1.0,549.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1950,3.0,3.0,2070.0
Plot  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,600,1.0,0.0,522.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1550,3.0,3.0,585.9
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1392,2.0,1.0,1170.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1221,3.0,3.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,1000,1.0,1.0,171.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1300,2.0,2.0,540.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1065,2.0,3.0,283.5
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1209,2.0,3.0,585.0
Plot  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,375,1.0,0.0,360.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,7800,3.0,2.0,18000.0
Super built-up  Area,19-Mar,Other Lagos Areas,3 BHK,General Lagos Estate,1929,4.0,1.0,909.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1255,2.0,1.0,756.0
Super built-up  Area,19-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1035,2.0,1.0,279.45
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,5.0,2.0,2430.0
Super built-up  Area,18-May,Gbagada,3 BHK,General Lagos Estate,1650,3.0,2.0,909.0
Built-up  Area,Ready To Move,Lekki,3 BHK,General Lagos Estate,1275,2.0,3.0,585.0
Super built-up  Area,18-Aug,Ajah,2 BHK,General Lagos Estate,1128,2.0,1.0,590.22
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1140,2.0,2.0,346.95
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,4.0,2.0,1800.0
Super built-up  Area,21-Nov,Other Lagos Areas,2 BHK,General Lagos Estate,1183,2.0,2.0,527.04
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1155,2.0,1.0,351.0
Super built-up  Area,Ready To Move,Mowe,3 BHK,General Lagos Estate,1245,2.0,2.0,392.13
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,342.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1040,2.0,1.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,2062,3.0,,1260.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1477,2.0,2.0,675.0
Plot  Area,17-Aug,Other Lagos Areas,4 Bedroom,General Lagos Estate,1050,3.0,3.0,765.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1525,2.0,2.0,585.0
Plot  Area,Immediate Possession,Other Lagos Areas,,General Lagos Estate,2000,,,1080.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1220,2.0,1.0,585.0
